date,time,symbol,option_type,type,strike_offset,open,high,low,close,volume,oi,iv,spot
"=""05-02-26""",11:24:00,NIFTY,PUT,PE,ATM-8,99.9,102.0,99.9,101.55,390,202150.0,12.61376,25649.15
"=""05-02-26""",11:27:00,NIFTY,PUT,PE,ATM-8,100.25,101.55,98.95,99.6,585,202020.0,12.548989,25652.55
"=""05-02-26""",11:30:00,NIFTY,PUT,PE,ATM-8,97.6,100.65,97.6,100.65,1105,202150.0,12.619012,25653.4
"=""05-02-26""",11:33:00,NIFTY,PUT,PE,ATM-8,100.3,102.8,99.45,102.8,845,202540.0,12.624795,25644.5
"=""05-02-26""",11:36:00,NIFTY,PUT,PE,ATM-8,99.65,102.8,96.8,96.85,3900,202020.0,12.61251,25669.65
"=""05-02-26""",11:39:00,NIFTY,PUT,PE,ATM-8,96.85,96.85,94.85,95.4,1430,200005.0,12.539378,25670.35
"=""05-02-26""",11:42:00,NIFTY,PUT,PE,ATM-8,95.45,106.0,94.25,95.1,1950,199940.0,12.472442,25666.35
"=""05-02-26""",11:45:00,NIFTY,PUT,PE,ATM-8,95.1,97.55,95.1,97.55,260,199875.0,12.435622,25652.45
"=""05-02-26""",11:48:00,NIFTY,PUT,PE,ATM-8,98.3,102.45,97.55,101.65,8255,200005.0,12.398458,25631.7
"=""05-02-26""",11:51:00,NIFTY,PUT,PE,ATM-8,101.3,101.65,100.4,100.95,585,201175.0,12.386709,25633.75
"=""05-02-26""",11:54:00,NIFTY,PUT,PE,ATM-8,101.35,101.35,98.9,99.2,975,201175.0,12.453011,25646.45
"=""05-02-26""",11:57:00,NIFTY,PUT,PE,ATM-8,99.2,99.95,98.6,98.6,195,201110.0,12.489508,25651.9
"=""05-02-26""",12:00:00,NIFTY,PUT,PE,ATM-8,97.75,100.85,97.7,100.85,1235,201500.0,12.506829,25643.4
"=""05-02-26""",12:03:00,NIFTY,PUT,PE,ATM-8,100.85,100.85,96.05,96.45,455,201500.0,12.379076,25652.65
"=""05-02-26""",12:06:00,NIFTY,PUT,PE,ATM-8,96.45,100.1,96.45,99.4,1950,201370.0,12.300547,25633.55
"=""05-02-26""",12:09:00,NIFTY,PUT,PE,ATM-8,100.7,101.4,99.0,99.0,650,201370.0,12.310273,25636.0
"=""05-02-26""",12:12:00,NIFTY,PUT,PE,ATM-8,99.0,101.5,99.0,101.5,715,201890.0,12.369393,25629.8
"=""05-02-26""",12:15:00,NIFTY,PUT,PE,ATM-8,91.8,95.0,91.8,95.0,5655,1914185.0,12.51087,25617.75
"=""05-02-26""",12:18:00,NIFTY,PUT,PE,ATM-8,94.55,95.8,92.95,93.6,12090,1914315.0,12.453271,25619.5
"=""05-02-26""",12:21:00,NIFTY,PUT,PE,ATM-8,93.35,96.55,93.35,95.9,6435,1913730.0,12.50942,25613.5
"=""05-02-26""",12:24:00,NIFTY,PUT,PE,ATM-8,95.75,95.9,93.4,93.4,9815,1915745.0,12.467262,25621.45
"=""05-02-26""",12:27:00,NIFTY,PUT,PE,ATM-8,93.2,95.3,92.5,93.4,3705,1916785.0,12.460838,25620.9
"=""05-02-26""",12:30:00,NIFTY,PUT,PE,ATM-8,94.15,104.1,89.75,92.0,3640,1914965.0,12.344405,25618.0
"=""05-02-26""",12:33:00,NIFTY,PUT,PE,ATM-8,92.5,106.15,92.0,106.15,14495,201240.0,12.577233,25625.9
"=""05-02-26""",12:36:00,NIFTY,PUT,PE,ATM-8,91.0,92.15,90.8,90.85,2925,1916395.0,12.363403,25624.75
"=""05-02-26""",12:39:00,NIFTY,PUT,PE,ATM-8,91.2,93.6,90.85,93.6,3770,1917955.0,12.46923,25620.5
"=""05-02-26""",12:42:00,NIFTY,PUT,PE,ATM-8,93.1,93.6,90.65,92.6,2015,1917565.0,12.370794,25617.2
"=""05-02-26""",12:45:00,NIFTY,PUT,PE,ATM-8,100.3,103.45,89.6,91.15,3770,1916980.0,12.367851,25623.6
"=""05-02-26""",12:48:00,NIFTY,PUT,PE,ATM-8,91.55,101.2,91.15,100.0,910,201370.0,12.299184,25630.35
"=""05-02-26""",12:51:00,NIFTY,PUT,PE,ATM-8,100.3,100.3,99.6,99.6,195,201370.0,12.272308,25629.95
"=""05-02-26""",12:54:00,NIFTY,PUT,PE,ATM-8,90.1,94.55,90.1,93.4,4420,1920295.0,12.380868,25614.2
"=""05-02-26""",12:57:00,NIFTY,PUT,PE,ATM-8,104.5,104.5,96.8,98.0,390,201825.0,12.314621,25640.1
"=""05-02-26""",13:00:00,NIFTY,PUT,PE,ATM-8,99.05,100.0,98.0,99.8,2145,202020.0,12.393067,25638.35
"=""05-02-26""",13:03:00,NIFTY,PUT,PE,ATM-8,99.45,100.55,99.45,99.45,390,202280.0,12.41453,25641.5
"=""05-02-26""",13:06:00,NIFTY,PUT,PE,ATM-8,99.45,99.45,98.65,98.65,130,202475.0,12.299086,25635.95
"=""05-02-26""",13:09:00,NIFTY,PUT,PE,ATM-8,99.2,99.2,96.05,97.5,715,202670.0,12.26931,25638.6
"=""05-02-26""",13:12:00,NIFTY,PUT,PE,ATM-8,98.4,99.7,97.5,99.15,715,202670.0,12.33883,25636.8
"=""05-02-26""",13:15:00,NIFTY,PUT,PE,ATM-8,98.25,99.15,95.4,95.4,13195,204750.0,12.303873,25650.5
"=""05-02-26""",13:18:00,NIFTY,PUT,PE,ATM-8,95.4,96.2,95.0,95.65,845,205010.0,12.318485,25650.5
"=""05-02-26""",13:21:00,NIFTY,PUT,PE,ATM-8,95.65,95.95,95.65,95.95,195,205010.0,12.394353,25655.1
"=""05-02-26""",13:24:00,NIFTY,PUT,PE,ATM-8,95.95,100.05,95.95,100.05,455,204945.0,12.313422,25630.8
"=""05-02-26""",13:27:00,NIFTY,PUT,PE,ATM-8,101.75,101.75,90.95,95.95,5200,1945515.0,12.50774,25612.3
"=""05-02-26""",13:30:00,NIFTY,PUT,PE,ATM-8,95.05,104.8,93.0,101.15,5460,204555.0,12.32349,25626.8
